channel_id,topic_categories,thumbnail_url
UCYr5IqepoKXAKregffFSU4w,"{""https://en.wikipedia.org/wiki/Lifestyle_(sociology)""}",https://img.youtube.com/vi/l51YrRFwn-E/hqdefault.jpg
UCtZO2c3i1PrtwyeaxaIYHKA,"{""https://en.wikipedia.org/wiki/Humour"",""https://en.wikipedia.org/wiki/Entertainment"",""https://en.wikipedia.org/wiki/Film""}",https://img.youtube.com/vi/nQWaHlZirFk/hqdefault.jpg
UCwg3vBS3nIE1Y4-0Ag1kcwQ,"{""https://en.wikipedia.org/wiki/Entertainment"",""https://en.wikipedia.org/wiki/Lifestyle_(sociology)""}",https://img.youtube.com/vi/lO2jZqQMZb0/hqdefault.jpg
UCXaSoBDxwcwTDwsaebEv0Ww,"{""https://en.wikipedia.org/wiki/Music"",""https://en.wikipedia.org/wiki/Music_of_Asia"",""https://en.wikipedia.org/wiki/Pop_music""}",https://img.youtube.com/vi/wL6PSukStlU/hqdefault.jpg
UCIFawWNADzdlvlIGfxnO0Kg,"{""https://en.wikipedia.org/wiki/Lifestyle_(sociology)"",""https://en.wikipedia.org/wiki/Entertainment"",""https://en.wikipedia.org/wiki/Film""}",https://img.youtube.com/vi/qqVa3F-dC44/hqdefault.jpg
UCh9qXeL8eP3Txra2908xksg,"{""https://en.wikipedia.org/wiki/Pop_music"",""https://en.wikipedia.org/wiki/Music"",""https://en.wikipedia.org/wiki/Music_of_Asia""}",https://img.youtube.com/vi/zXtn-ncWcnI/hqdefault.jpg
UCwKZx1tqweC7BNNSpBaOpKQ,"{""https://en.wikipedia.org/wiki/Hobby"",""https://en.wikipedia.org/wiki/Lifestyle_(sociology)""}",https://img.youtube.com/vi/ZJSB08QoYA4/hqdefault.jpg
UCT-na82hE18MNMK-5riRHbA,"{""https://en.wikipedia.org/wiki/Lifestyle_(sociology)""}",https://img.youtube.com/vi/XoR6pg-40f0/hqdefault.jpg
UCYYLeuf3OuMj04YCb0vvA8w,{},https://img.youtube.com/vi/lKPICZ9rZqM/hqdefault.jpg
UCPJ4UmEs_aHSueRetb34a8A,"{""https://en.wikipedia.org/wiki/Lifestyle_(sociology)"",""https://en.wikipedia.org/wiki/Food""}",https://img.youtube.com/vi/cuNAXOpC9DQ/hqdefault.jpg
UCqDPDmVqRFD7o1tY1S6Cskw,"{""https://en.wikipedia.org/wiki/Music_of_Asia"",""https://en.wikipedia.org/wiki/Music"",""https://en.wikipedia.org/wiki/Hip_hop_music"",""https://en.wikipedia.org/wiki/Pop_music""}",https://img.youtube.com/vi/KaD1YBAk6zM/hqdefault.jpg
UCldaGAm4vTjtjctgtu31OVw,"{""https://en.wikipedia.org/wiki/Electronic_music"",""https://en.wikipedia.org/wiki/Hip_hop_music"",""https://en.wikipedia.org/wiki/Music"",""https://en.wikipedia.org/wiki/Pop_music""}",https://img.youtube.com/vi/BCKSl6wui4k/hqdefault.jpg
UCecXxbQx7-kk1-mjz6fRB5Q,"{""https://en.wikipedia.org/wiki/Knowledge"",""https://en.wikipedia.org/wiki/Society""}",https://img.youtube.com/vi/bbm9Wqy0WZQ/hqdefault.jpg
UC9wFU2VuH_tvrMG-bfwj6xQ,"{""https://en.wikipedia.org/wiki/Lifestyle_(sociology)"",""https://en.wikipedia.org/wiki/Technology"",""https://en.wikipedia.org/wiki/Knowledge""}",https://img.youtube.com/vi/_s-0HXwivgU/hqdefault.jpg
UCuC5Hp5PuckHe1_JC9eIR7g,"{""https://en.wikipedia.org/wiki/Association_football"",""https://en.wikipedia.org/wiki/Lifestyle_(sociology)"",""https://en.wikipedia.org/wiki/Sport""}",https://img.youtube.com/vi/LQy0Tkfm3eI/hqdefault.jpg
UCo0bp6-iNDJmExq6kp6PYcg,"{""https://en.wikipedia.org/wiki/Action_game"",""https://en.wikipedia.org/wiki/Video_game_culture"",""https://en.wikipedia.org/wiki/Action-adventure_game"",""https://en.wikipedia.org/wiki/Strategy_video_game"",""https://en.wikipedia.org/wiki/Role-playing_video_game""}",https://img.youtube.com/vi/2rgNHyzP6ZQ/hqdefault.jpg
UCms4dlxLWI7SZNWPTxzDr-A,"{""https://en.wikipedia.org/wiki/Television_program"",""https://en.wikipedia.org/wiki/Entertainment"",""https://en.wikipedia.org/wiki/Film""}",https://img.youtube.com/vi/cpFGQebhRlo/hqdefault.jpg
UCw7fFXJND5H8PU7xDhEjsvQ,"{""https://en.wikipedia.org/wiki/Entertainment""}",https://img.youtube.com/vi/QAumq6O3Yhs/hqdefault.jpg
UCVwbUjoiTUXxeVjsxW9Kwng,"{""https://en.wikipedia.org/wiki/Pop_music"",""https://en.wikipedia.org/wiki/Music"",""https://en.wikipedia.org/wiki/Music_of_Asia""}",https://img.youtube.com/vi/T8KTCbAd_l4/hqdefault.jpg
UCxAiwSwlK6dUmwHvDzj_KsQ,"{""https://en.wikipedia.org/wiki/Knowledge"",""https://en.wikipedia.org/wiki/Lifestyle_(sociology)""}",https://img.youtube.com/vi/NW5_OIs6Fds/hqdefault.jpg
UCFYGmekgQUraSds-RrX6YjA,"{""https://en.wikipedia.org/wiki/Music_of_Asia"",""https://en.wikipedia.org/wiki/Music"",""https://en.wikipedia.org/wiki/Pop_music""}",https://img.youtube.com/vi/6WWsxuoA-ZY/hqdefault.jpg
UCdtJqH5Lqwq367py9AiHbBw,"{""https://en.wikipedia.org/wiki/Music_of_Asia"",""https://en.wikipedia.org/wiki/Entertainment"",""https://en.wikipedia.org/wiki/Pop_music"",""https://en.wikipedia.org/wiki/Film"",""https://en.wikipedia.org/wiki/Music""}",https://img.youtube.com/vi/jGBufeyKo20/hqdefault.jpg
UCz69Kak-7kyJdkns2WkaDNA,"{""https://en.wikipedia.org/wiki/Music"",""https://en.wikipedia.org/wiki/Lifestyle_(sociology)"",""https://en.wikipedia.org/wiki/Vehicle"",""https://en.wikipedia.org/wiki/Music_of_Asia""}",https://img.youtube.com/vi/JQ26RnMGHLk/hqdefault.jpg
UCNdPhHla8uFW4Ah6jhGy6bg,"{""https://en.wikipedia.org/wiki/Music_of_Asia"",""https://en.wikipedia.org/wiki/Music"",""https://en.wikipedia.org/wiki/Pop_music""}",https://img.youtube.com/vi/1OMDR5ZgOBY/hqdefault.jpg
UCAgP4qufSFDd6GiceD2bYhQ,"{""https://en.wikipedia.org/wiki/Cricket"",""https://en.wikipedia.org/wiki/Sport""}",https://img.youtube.com/vi/TbCApEP9cWw/hqdefault.jpg
UCkFov8ZOO7NuQcaxZYBJK6w,"{""https://en.wikipedia.org/wiki/Entertainment"",""https://en.wikipedia.org/wiki/Society"",""https://en.wikipedia.org/wiki/Television_program""}",https://img.youtube.com/vi/ELAEwj84tyw/hqdefault.jpg
UC-wmNyIbQWOfPdBQ-1Mvc1w,"{""https://en.wikipedia.org/wiki/Knowledge""}",https://img.youtube.com/vi/Wf1TdPJ448Q/hqdefault.jpg
UCE-aqswiS4HTqet6E3x_0Rg,"{""https://en.wikipedia.org/wiki/Pop_music"",""https://en.wikipedia.org/wiki/Music"",""https://en.wikipedia.org/wiki/Music_of_Asia""}",https://img.youtube.com/vi/fnU-_2G5Mns/hqdefault.jpg
UCu_V8lfzyGspxP-LNFowW9w,"{""https://en.wikipedia.org/wiki/Pop_music"",""https://en.wikipedia.org/wiki/Music_of_Asia"",""https://en.wikipedia.org/wiki/Music""}",https://img.youtube.com/vi/rggYSQotJIs/hqdefault.jpg
UCJA-NQ4MtcRIog66wziD8fA,"{""https://en.wikipedia.org/wiki/Sport"",""https://en.wikipedia.org/wiki/Cricket"",""https://en.wikipedia.org/wiki/Lifestyle_(sociology)""}",https://img.youtube.com/vi/SGN7QE7oV04/hqdefault.jpg
UCYIDLlHzAstsAOivWtgqaeQ,"{""https://en.wikipedia.org/wiki/Lifestyle_(sociology)"",""https://en.wikipedia.org/wiki/Society""}",https://img.youtube.com/vi/7wujmhErj2E/hqdefault.jpg
UCc8W1zUTmtNqXIhOHxPIAuw,"{""https://en.wikipedia.org/wiki/Hobby"",""https://en.wikipedia.org/wiki/Lifestyle_(sociology)"",""https://en.wikipedia.org/wiki/Technology""}",https://img.youtube.com/vi/3hzbfyE9PAI/hqdefault.jpg
UCWXuNGadD5IgQoc5Gb_XpmQ,"{""https://en.wikipedia.org/wiki/Music_of_Asia"",""https://en.wikipedia.org/wiki/Music"",""https://en.wikipedia.org/wiki/Pop_music""}",https://img.youtube.com/vi/iuAsH7DvUUw/hqdefault.jpg
UCrekSUBF007L8CjKJGL6jMQ,"{""https://en.wikipedia.org/wiki/Film"",""https://en.wikipedia.org/wiki/Music"",""https://en.wikipedia.org/wiki/Entertainment""}",https://img.youtube.com/vi/h1EqAlxTZJ4/hqdefault.jpg
UC2QT_voQloPCOW06fxPfVmA,"{""https://en.wikipedia.org/wiki/Music_of_Asia"",""https://en.wikipedia.org/wiki/Music""}",https://img.youtube.com/vi/ojWJpMlUJLA/hqdefault.jpg
UCWz2NIZhEJpnaVM-ogd-fHQ,"{""https://en.wikipedia.org/wiki/Entertainment"",""https://en.wikipedia.org/wiki/Lifestyle_(sociology)"",""https://en.wikipedia.org/wiki/Pet"",""https://en.wikipedia.org/wiki/Hobby""}",https://img.youtube.com/vi/fhOKTMbQVgw/hqdefault.jpg
UCgLHkiJ2__tMLkSNUhpuFkQ,"{""https://en.wikipedia.org/wiki/Entertainment"",""https://en.wikipedia.org/wiki/Vehicle"",""https://en.wikipedia.org/wiki/Lifestyle_(sociology)"",""https://en.wikipedia.org/wiki/Video_game_culture""}",https://img.youtube.com/vi/9y20H5TaoQ8/hqdefault.jpg
UC9Slp55-nJIx-q1g_TJEY3Q,"{""https://en.wikipedia.org/wiki/Film"",""https://en.wikipedia.org/wiki/Entertainment""}",https://img.youtube.com/vi/CUM3GWoY2MA/hqdefault.jpg
UCJUs0UhCqQ85_q0BHRF3Ikg,"{""https://en.wikipedia.org/wiki/Lifestyle_(sociology)"",""https://en.wikipedia.org/wiki/Hobby""}",https://img.youtube.com/vi/TCgelED8O_8/hqdefault.jpg
UCmCcxker2VXgrE_2UuQSygA,"{""https://en.wikipedia.org/wiki/Music_of_Asia"",""https://en.wikipedia.org/wiki/Music"",""https://en.wikipedia.org/wiki/Pop_music""}",https://img.youtube.com/vi/XvzlzGU0NmQ/hqdefault.jpg
UCnEvJmGYqC0eXyVT5hCIfBg,"{""https://en.wikipedia.org/wiki/Pop_music"",""https://en.wikipedia.org/wiki/Music"",""https://en.wikipedia.org/wiki/Music_of_Asia""}",https://img.youtube.com/vi/2dlKAucKRFY/hqdefault.jpg
UCQLWhbdlV2Is100_cKJlsFA,"{""https://en.wikipedia.org/wiki/Lifestyle_(sociology)"",""https://en.wikipedia.org/wiki/Vehicle""}",https://img.youtube.com/vi/Yt8Pmchf4Ag/hqdefault.jpg
UC8FAp-V8WGLdPc-3-9URGjA,"{""https://en.wikipedia.org/wiki/Entertainment"",""https://en.wikipedia.org/wiki/Lifestyle_(sociology)""}",
UCZJT77mEa6PV55jHWh25DvQ,"{""https://en.wikipedia.org/wiki/Society"",""https://en.wikipedia.org/wiki/Religion"",""https://en.wikipedia.org/wiki/Knowledge""}",
UCZRUbenbYiJuYQH208tyyfQ,"{""https://en.wikipedia.org/wiki/Society"",""https://en.wikipedia.org/wiki/Religion""}",
UCxsGIzDJcBErxYKsk-DHRDw,{},
UCm-TY_JakK4dHAwF6QqcZSg,"{""https://en.wikipedia.org/wiki/Role-playing_video_game"",""https://en.wikipedia.org/wiki/Action-adventure_game"",""https://en.wikipedia.org/wiki/Video_game_culture"",""https://en.wikipedia.org/wiki/Action_game""}",
UCsdcIfcgSrK3vpgqNR99QpQ,"{""https://en.wikipedia.org/wiki/Pop_music"",""https://en.wikipedia.org/wiki/Music"",""https://en.wikipedia.org/wiki/Hip_hop_music"",""https://en.wikipedia.org/wiki/Music_of_Asia""}",
UC9Jx01Huu_rNl4NV3v9qokw,"{""https://en.wikipedia.org/wiki/Role-playing_video_game"",""https://en.wikipedia.org/wiki/Action-adventure_game"",""https://en.wikipedia.org/wiki/Video_game_culture"",""https://en.wikipedia.org/wiki/Action_game""}",https://img.youtube.com/vi/bNJPvHbo-ro/hqdefault.jpg
UCdNwGCv3Ra_M8XWieKdopNA,"{""https://en.wikipedia.org/wiki/Television_program"",""https://en.wikipedia.org/wiki/Pop_music"",""https://en.wikipedia.org/wiki/Music"",""https://en.wikipedia.org/wiki/Music_of_Asia""}",https://img.youtube.com/vi/90J4OE2qsYA/hqdefault.jpg
UCy5hHSdOBik7Btpl11lzpoQ,"{""https://en.wikipedia.org/wiki/Entertainment"",""https://en.wikipedia.org/wiki/Film"",""https://en.wikipedia.org/wiki/Humour""}",https://img.youtube.com/vi/8HSAOKydx_c/hqdefault.jpg
UCFhMOMlW8Qf4frlGl_XJLuA,"{""https://en.wikipedia.org/wiki/Film"",""https://en.wikipedia.org/wiki/Entertainment"",""https://en.wikipedia.org/wiki/Lifestyle_(sociology)""}",https://img.youtube.com/vi/VHVL6WDiVWY/hqdefault.jpg
UCG8R9IIlW6OVX734sUYGg-Q,"{""https://en.wikipedia.org/wiki/Entertainment"",""https://en.wikipedia.org/wiki/Film""}",https://img.youtube.com/vi/94_eEXPTzE4/hqdefault.jpg
UC1i9zPgQBphTwPLLKPd2AKg,"{""https://en.wikipedia.org/wiki/Lifestyle_(sociology)"",""https://en.wikipedia.org/wiki/Entertainment""}",https://img.youtube.com/vi/B5GECWuorc0/hqdefault.jpg
UCU9aPCsvqxU3GM__uZfPuqg,"{""https://en.wikipedia.org/wiki/Lifestyle_(sociology)"",""https://en.wikipedia.org/wiki/Entertainment""}",https://img.youtube.com/vi/H7n8aJogaZQ/hqdefault.jpg
UCOQat2NqEaFgLozQz2onQ1w,"{""https://en.wikipedia.org/wiki/Lifestyle_(sociology)"",""https://en.wikipedia.org/wiki/Tourism""}",https://img.youtube.com/vi/IFpVNArZ0YU/hqdefault.jpg
UCuf9jDuCdoyIf1GeAd6Bg1w,"{""https://en.wikipedia.org/wiki/Lifestyle_(sociology)""}",https://img.youtube.com/vi/hMZgHcQiq08/hqdefault.jpg
UCwKYO2L9xzLtWhSv4ncYCIA,"{""https://en.wikipedia.org/wiki/Lifestyle_(sociology)""}",https://img.youtube.com/vi/tAtm82tioYA/hqdefault.jpg
UCQSZLCHaNTbxvRDQMm-4jpQ,"{""https://en.wikipedia.org/wiki/Society"",""https://en.wikipedia.org/wiki/Entertainment""}",https://img.youtube.com/vi/qGo7TewLbI0/hqdefault.jpg
